Daily / Cumulative,Indicator,Date,Event,region,City,Cases
Daily,Cases,5/29/2020,,Riyadh,Huraymila,2
Daily,Cases,5/29/2020,,Qassim,Al Badayea,2
Daily,Cases,5/29/2020,,Mecca,Ranyah,1
Daily,Cases,5/29/2020,,Mecca,Khulais,1
Daily,Cases,5/30/2020,,Mecca,Rabigh,1
Daily,Cases,5/30/2020,,Najran,Sharorah,2
Daily,Cases,5/30/2020,,Mecca,Mecca,159
Daily,Cases,5/30/2020,,Eastern Region,Al Jafr,3
Daily,Cases,5/30/2020,,Eastern Region,Bqeeq,2
Daily,Cases,5/31/2020,,Jazan,Al Qouz,1
Daily,Cases,5/31/2020,,Riyadh,Wadi Addawasir,11
Daily,Cases,5/31/2020,,Mecca,Taif,17
Daily,Cases,5/31/2020,,Northern Borders,Arar,6
Daily,Cases,5/31/2020,,Qassim,Buraydah,6
Daily,Cases,5/31/2020,,Najran,Sharorah,5
Daily,Cases,5/31/2020,,Eastern Region,Qatif,22
Daily,Cases,5/31/2020,,Eastern Region,Dammam,290
Daily,Cases,5/31/2020,,Total,Total,1881
Daily,Cases,5/31/2020,,Asir,Bisha,7
Daily,Cases,5/31/2020,,Jazan,Al Aydabi,1
Daily,Cases,5/31/2020,,Riyadh,Howtat Bani Tamim,7
Daily,Cases,5/31/2020,,Riyadh,Al Sulayyil,3
Daily,Cases,5/31/2020,,Asir,Muhayil Aseer,4
Daily,Cases,5/31/2020,,Riyadh,Huraymila,5
Daily,Cases,5/31/2020,,Eastern Region,Ras Tanura,4
Daily,Cases,5/31/2020,,Eastern Region,Dahran,14
Daily,Cases,5/31/2020,,Riyadh,Al Bejadiah,1
Daily,Cases,6/1/2020,,Medina,Wadi Al Fara'a,1
Daily,Cases,6/1/2020,,Asir,Dhahran Al Janoub,1
Daily,Cases,6/1/2020,,Najran,Sharorah,2
Daily,Cases,6/1/2020,,Asir,Namira,2
Daily,Cases,6/1/2020,,Riyadh,Riyadh,556
Daily,Cases,6/1/2020,,Asir,Abha,2
Daily,Cases,6/1/2020,,Eastern Region,Nairyah,5
Daily,Cases,6/1/2020,,Eastern Region,Al Jafr,13
Daily,Cases,6/1/2020,,Eastern Region,Bqeeq,2
Daily,Cases,6/1/2020,,Riyadh,Al Sulayyil,1
Daily,Cases,6/1/2020,,Al Bahah,Al Mandaq,4
Daily,Cases,6/1/2020,,Asir,Ahad Rafidah,1
Daily,Cases,6/1/2020,,Mecca,Al Lith,3
Daily,Cases,6/1/2020,,Eastern Region,Dahran,3
Daily,Cases,6/2/2020,,Asir,Sabt Al Alayah,2
Daily,Cases,6/2/2020,,Najran,Sharorah,4
Daily,Cases,6/2/2020,,Mecca,Mecca,279
Daily,Cases,6/2/2020,,Eastern Region,Nairyah,2
Daily,Cases,6/2/2020,,Najran,Habona,1
Daily,Cases,6/2/2020,,Riyadh,Al Duwadimi,1
Daily,Cases,6/2/2020,,Total,Total,2171
Daily,Cases,6/2/2020,,Al Bahah,Al Qara,1
Daily,Cases,6/2/2020,,Jazan,Aridah,2
Daily,Cases,6/2/2020,,Riyadh,Ar Rayn,1
Daily,Cases,6/2/2020,,Mecca,Al Muwayh,12
Daily,Cases,6/3/2020,,Riyadh,Thadiq,4
Daily,Cases,6/3/2020,,Riyadh,Wadi Addawasir,1
Daily,Cases,6/3/2020,,Jazan,Addayer Bani Malik,1
Daily,Cases,6/3/2020,,Riyadh,Layla,2
Daily,Cases,6/3/2020,,Mecca,Al Kamil,1
Daily,Cases,6/3/2020,,Riyadh,Sajer,4
Daily,Cases,6/3/2020,,Mecca,Mecca,286
Daily,Cases,6/3/2020,,Eastern Region,Al Mubarraz,17
Daily,Cases,6/3/2020,,Riyadh,Al Khasrah,1
Daily,Cases,6/3/2020,,Riyadh,Diriyah,4
Daily,Cases,6/3/2020,,Asir,Khamis Mushait,15
Daily,Cases,6/3/2020,,Riyadh,Dhurma,3
Daily,Cases,6/3/2020,,Al Bahah,Baljurashi,1
Daily,Cases,6/3/2020,,Eastern Region,Dahran,7
Daily,Cases,6/3/2020,,Tabuk,Duba,1
Daily,Cases,6/3/2020,,Medina,Medina,124
Daily,Cases,6/4/2020,,Medina,Wadi Al Fara'a,2
Daily,Cases,6/4/2020,,Mecca,Adham,1
Daily,Cases,6/4/2020,,Riyadh,Riyadh,719
Daily,Cases,6/4/2020,,Asir,Abha,10
Daily,Cases,6/4/2020,,Eastern Region,Jubail,66
Daily,Cases,6/4/2020,,Riyadh,Diriyah,19
Daily,Cases,6/4/2020,,Tabuk,Umluj,1
Daily,Cases,6/4/2020,,Jazan,Sabya,7
Daily,Cases,6/4/2020,,Medina,Khaybar,1
Daily,Cases,6/4/2020,,Eastern Region,Khafji,9
Daily,Cases,6/4/2020,,Mecca,Al Muwayh,1
Daily,Cases,6/5/2020,,Riyadh,Al Majmaah,1
Daily,Cases,6/5/2020,,Riyadh,Afif,6
Daily,Cases,6/5/2020,,Riyadh,Layla,2
Daily,Cases,6/5/2020,,Asir,Wadi Ibn Hashbal,7
Daily,Cases,6/5/2020,,Eastern Region,Safwa,13
Daily,Cases,6/5/2020,,Mecca,Taif,76
Daily,Cases,6/5/2020,,Riyadh,Al Quwaiiyah,5
Daily,Cases,6/5/2020,,Mecca,Al Sehen,3
Daily,Cases,6/5/2020,,Jazan,Abu Arish,2
Daily,Cases,6/5/2020,,Asir,Bisha,8
Daily,Cases,6/5/2020,,Najran,Najran,10
Daily,Cases,6/5/2020,,Eastern Region,Khobar,86
Daily,Cases,6/5/2020,,Eastern Region,Bqeeq,2
Daily,Cases,6/5/2020,,Riyadh,Ar Ruwaydah,2
Daily,Cases,6/5/2020,,Eastern Region,Ras Tanura,7
Daily,Cases,6/5/2020,,Riyadh,Marat,1
Daily,Cases,6/5/2020,,Asir,Al Namas,4
Daily,Cases,6/6/2020,,Riyadh,Afif,1
Daily,Cases,6/6/2020,,Eastern Region,Safwa,19
Daily,Cases,6/6/2020,,Mecca,Taif,95
Daily,Cases,6/6/2020,,Riyadh,Al Quwaiiyah,3
Daily,Cases,6/6/2020,,Riyadh,Muzahmiya,13
Daily,Cases,6/6/2020,,Eastern Region,Qatif,120
Daily,Cases,6/6/2020,,Al Bahah,Al Bahah,2
Daily,Cases,6/6/2020,,Eastern Region,Dammam,257
Daily,Cases,6/6/2020,,Najran,Habona,1
Daily,Cases,6/6/2020,,Riyadh,Al Duwadimi,2
Daily,Cases,6/6/2020,,Medina,Mahd Al Dhahab,8
Daily,Cases,6/6/2020,,Total,Total,3045
Daily,Cases,6/6/2020,,Jazan,Al Aydabi,3
Daily,Cases,6/6/2020,,Eastern Region,Khobar,62
Daily,Cases,6/6/2020,,Mecca,Jeddah,351
Daily,Cases,6/6/2020,,Medina,Al Hamanah,1
Daily,Cases,6/6/2020,,Asir,Muhayil Aseer,1
Daily,Cases,6/6/2020,,Jazan,Baish,9
Daily,Cases,6/6/2020,,Mecca,Ranyah,3
Daily,Cases,6/6/2020,,Eastern Region,Dahran,31
Daily,Cases,6/6/2020,,Asir,Al Majarda,4
Daily,Cases,6/6/2020,,Asir,Al Madda,2
Daily,Cases,6/7/2020,,Al Jouf,Tabarjal,2
Daily,Cases,6/7/2020,,Medina,Yanbu,10
Daily,Cases,6/7/2020,,Najran,Khobash,1
Daily,Cases,6/7/2020,,Najran,Sharorah,5
Daily,Cases,6/7/2020,,Eastern Region,Qatif,224
Daily,Cases,6/7/2020,,Asir,Abha,13
Daily,Cases,6/7/2020,,Riyadh,Kharj,22
Daily,Cases,6/7/2020,,Mecca,Jeddah,577
Daily,Cases,6/7/2020,,Mecca,Al Khurma,5
Daily,Cases,6/7/2020,,Jazan,Baish,8
Daily,Cases,6/7/2020,,Asir,Al Namas,5
Daily,Cases,6/8/2020,,Mecca,Rabigh,1
Daily,Cases,6/8/2020,,Riyadh,Sajer,2
Daily,Cases,6/8/2020,,Eastern Region,Al Mubarraz,46
Daily,Cases,6/8/2020,,Riyadh,Kharj,16
Daily,Cases,6/8/2020,,Medina,Mahd Al Dhahab,1
Daily,Cases,6/8/2020,,Najran,Najran,9
Daily,Cases,6/8/2020,,Eastern Region,Khobar,145
Daily,Cases,6/8/2020,,Mecca,Jeddah,447
Daily,Cases,6/8/2020,,Riyadh,Howtat Bani Tamim,6
Daily,Cases,6/8/2020,,Mecca,Alqarei,4
Daily,Cases,6/8/2020,,Jazan,Jazan,5
Daily,Cases,6/8/2020,,Eastern Region,Khafji,5
Daily,Cases,6/8/2020,,Asir,Al Madda,2
Daily,Cases,6/8/2020,,Asir,Tabalah,1
Daily,Cases,6/9/2020,,Hail,Ha'il,42
Daily,Cases,6/9/2020,,Riyadh,Thadiq,6
Daily,Cases,6/9/2020,,Riyadh,Afif,1
Daily,Cases,6/9/2020,,Najran,Sharorah,2
Daily,Cases,6/9/2020,,Riyadh,Al Quwaiiyah,2
Daily,Cases,6/9/2020,,Al Bahah,Al Bahah,6
Daily,Cases,6/9/2020,,Qassim,Qusayba,7
Daily,Cases,6/9/2020,,Eastern Region,AL Oyoun,33
Daily,Cases,6/9/2020,,Qassim,Al Bukayriyah,1
Daily,Cases,6/9/2020,,Jazan,Farasan,2
Daily,Cases,6/9/2020,,Eastern Region,Dammam,189
Daily,Cases,6/9/2020,,Eastern Region,Jubail,41
Daily,Cases,6/9/2020,,Mecca,Qiya,3
Daily,Cases,6/9/2020,,Riyadh,Tumair,2
Daily,Cases,6/9/2020,,Eastern Region,Al Jafr,10
Daily,Cases,6/9/2020,,Eastern Region,Khobar,103
Daily,Cases,6/9/2020,,Jazan,Jazan,20
Daily,Cases,6/9/2020,,Jazan,Baish,21
Daily,Cases,6/9/2020,,Asir,Tanumah,3
Daily,Cases,6/9/2020,,Eastern Region,Dahran,52
Daily,Cases,6/9/2020,,Mecca,Dhalm,1
Daily,Cases,6/10/2020,,Riyadh,Thadiq,1
Daily,Cases,6/10/2020,,Eastern Region,Hufof,206
Daily,Cases,6/10/2020,,Eastern Region,Urayarah,2
Daily,Cases,6/10/2020,,Qassim,Unayzah,15
Daily,Cases,6/10/2020,,Riyadh,Al Quwaiiyah,4
Daily,Cases,6/10/2020,,Riyadh,Riyadh,1431
Daily,Cases,6/10/2020,,Eastern Region,Qatif,52
Daily,Cases,6/10/2020,,Al Bahah,Al Bahah,2
Daily,Cases,6/10/2020,,Tabuk,Tabuk,45
Daily,Cases,6/10/2020,,Riyadh,Nafy,11
Daily,Cases,6/10/2020,,Qassim,Al Nabhanyah,1
Daily,Cases,6/10/2020,,Riyadh,Al Duwadimi,6
Daily,Cases,6/10/2020,,Medina,Mahd Al Dhahab,1
Daily,Cases,6/10/2020,,Riyadh,Ad Dilam,2
Daily,Cases,6/10/2020,,Al Jouf,Al Hadithah Border Station,1
Daily,Cases,6/10/2020,,Asir,Bisha,20
Daily,Cases,6/10/2020,,Asir,Al Bashayer,7
Daily,Cases,6/10/2020,,Jazan,Sabya,10
Daily,Cases,6/10/2020,,Riyadh,Ar Ruwaydah,3
Daily,Cases,6/10/2020,,Jazan,Damd,2
Daily,Cases,6/10/2020,,Jazan,Jazan,20
Daily,Cases,6/10/2020,,Asir,Thurayban,1
Daily,Cases,6/10/2020,,Jazan,Baish,3
Daily,Cases,6/10/2020,,Asir,Ahad Rafidah,13
Daily,Cases,6/10/2020,,Asir,Al Madda,1
Daily,Cases,6/10/2020,,Mecca,Khulais,2
Daily,Cases,6/10/2020,,Medina,Medina,74
Daily,Cases,6/10/2020,,Riyadh,Ar Rayn,4
Daily,Cases,6/11/2020,,Jazan,Al Qouz,2
Daily,Cases,6/11/2020,,Medina,Wadi Al Fara'a,2
Daily,Cases,6/11/2020,,Al Jouf,Tabarjal,2
Daily,Cases,6/11/2020,,Asir,Wadi Ibn Hashbal,2
Daily,Cases,6/11/2020,,Eastern Region,Hufof,192
Daily,Cases,6/11/2020,,Qassim,Uqlat as Suqur,1
Daily,Cases,6/11/2020,,Qassim,Unayzah,24
Daily,Cases,6/11/2020,,Eastern Region,Qaryat Al Ulya,2
Daily,Cases,6/11/2020,,Eastern Region,AL Oyoun,19
Daily,Cases,6/11/2020,,Tabuk,Tabuk,16
Daily,Cases,6/11/2020,,Mecca,Qiya,1
Daily,Cases,6/11/2020,,Tabuk,Umluj,1
Daily,Cases,6/11/2020,,Najran,Najran,21
Daily,Cases,6/11/2020,,Riyadh,Dhurma,1
Daily,Cases,6/11/2020,,Eastern Region,Bqeeq,21
Daily,Cases,6/11/2020,,Riyadh,Ar Ruwaydah,5
Daily,Cases,6/11/2020,,Riyadh,Huraymila,12
Daily,Cases,6/11/2020,,Asir,Tanumah,1
Daily,Cases,6/11/2020,,Northern Borders,Rafha,2
Daily,Cases,6/11/2020,,Mecca,Al Lith,2
Daily,Cases,6/11/2020,,Riyadh,Marat,2
Daily,Cases,6/11/2020,,Eastern Region,Dahran,52
Daily,Cases,6/11/2020,,Mecca,Khulais,1
Daily,Cases,6/11/2020,,Mecca,Al Muwayh,2
Daily,Cases,6/12/2020,,Riyadh,Layla,2
Daily,Cases,6/12/2020,,Medina,Yanbu,23
Daily,Cases,6/12/2020,,Qassim,Buraydah,33
Daily,Cases,6/12/2020,,Qassim,Ar Rass,6
Daily,Cases,6/12/2020,,Qassim,Unayzah,1
Daily,Cases,6/12/2020,,Eastern Region,Qaryat Al Ulya,8
Daily,Cases,6/12/2020,,Eastern Region,AL Oyoun,12
Daily,Cases,6/12/2020,,Mecca,Mecca,310
Daily,Cases,6/12/2020,,Jazan,Farasan,2
Daily,Cases,6/12/2020,,Qassim,Al Nabhanyah,2
Daily,Cases,6/12/2020,,Riyadh,Tumair,1
Daily,Cases,6/12/2020,,Hail,Al Shenan,1
Daily,Cases,6/12/2020,,Riyadh,Diriyah,19
Daily,Cases,6/12/2020,,Asir,Khamis Mushait,17
Daily,Cases,6/12/2020,,Eastern Region,Khobar,163
Daily,Cases,6/12/2020,,Riyadh,Dhurma,13
Daily,Cases,6/12/2020,,Riyadh,Al Sulayyil,1
Daily,Cases,6/12/2020,,Eastern Region,Saihat,1
Daily,Cases,6/12/2020,,Jazan,Jazan,6
Daily,Cases,6/12/2020,,Eastern Region,Ras Tanura,19
Daily,Cases,6/12/2020,,Mecca,Khulais,2
Daily,Cases,6/12/2020,,Medina,Medina,191
Daily,Cases,6/12/2020,,Asir,Al Namas,4
Daily,Cases,6/13/2020,,Asir,Sabt Al Alayah,6
Daily,Cases,6/13/2020,,Qassim,Buraydah,5
Daily,Cases,6/13/2020,,Riyadh,Shaqra,7
Daily,Cases,6/13/2020,,Qassim,Al Hanakia,5
Daily,Cases,6/13/2020,,Mecca,Mecca,314
Daily,Cases,6/13/2020,,Medina,Al Ula,1
Daily,Cases,6/13/2020,,Eastern Region,Al Jafr,4
Daily,Cases,6/13/2020,,Jazan,Samtah,2
Daily,Cases,6/13/2020,,Asir,Al Farshah,1
Daily,Cases,6/13/2020,,Jazan,Sabya,2
Daily,Cases,6/13/2020,,Riyadh,Al Sulayyil,4
Daily,Cases,6/13/2020,,Asir,Ahad Rafidah,4
Daily,Cases,6/13/2020,,Northern Borders,Rafha,1
Daily,Cases,6/13/2020,,Asir,Al Majarda,6
Daily,Cases,6/13/2020,,Medina,Medina,158
Daily,Cases,6/13/2020,,Asir,Tathleeth,2
Daily,Recoveries,3/14/2020,,Eastern Region,Qatif,1
Daily,Recoveries,3/14/2020,,Total,Total,1
Daily,Recoveries,3/15/2020,International flights suspension for 14 days,Total,Total,1
Daily,Recoveries,3/16/2020,Gov / private suspension,Eastern Region,Qatif,3
Daily,Recoveries,3/18/2020,,Total,Total,2
Daily,Recoveries,3/21/2020,Domestic flights suspension,Mecca,Mecca,3
Daily,Recoveries,3/21/2020,Domestic flights suspension,Mecca,Jeddah,3
Daily,Recoveries,3/24/2020,,Eastern Region,Hufof,1
Daily,Recoveries,3/24/2020,,Mecca,Mecca,2
Daily,Recoveries,3/25/2020,,Total,Total,1
Daily,Recoveries,3/26/2020,"Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm)",Eastern Region,Qatif,3
Daily,Recoveries,3/26/2020,"Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm)",Eastern Region,Dammam,1
Daily,Recoveries,3/26/2020,"Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm)",Total,Total,4
Daily,Recoveries,3/29/2020,Jeddah lockdown,Eastern Region,Dammam,1
Daily,Recoveries,3/31/2020,,Eastern Region,Khobar,1
Daily,Recoveries,4/1/2020,,Total,Total,99
Daily,Recoveries,4/1/2020,,Jazan,Jazan,3
Daily,Recoveries,4/2/2020,"Makkah , Madinah 24 hours curfew",Mecca,Taif,2
Daily,Recoveries,4/2/2020,"Makkah , Madinah 24 hours curfew",Eastern Region,Dammam,8
Daily,Recoveries,4/2/2020,"Makkah , Madinah 24 hours curfew",Najran,Najran,13
Daily,Recoveries,4/3/2020,,Eastern Region,Hufof,1
Daily,Recoveries,4/3/2020,,Mecca,Jeddah,6
Daily,Recoveries,4/4/2020,Jeddah areas lockdown - 24 h curfew,Total,Total,69
Daily,Recoveries,4/4/2020,Jeddah areas lockdown - 24 h curfew,Mecca,Al Qunfudhah,1
Daily,Recoveries,4/5/2020,,Mecca,Taif,1
Daily,Recoveries,4/5/2020,,Asir,Bisha,1
Daily,Recoveries,4/6/2020,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew",Asir,Abha,3
Daily,Recoveries,4/7/2020,,Eastern Region,Qatif,10
Daily,Recoveries,4/7/2020,,Mecca,Jeddah,2
Daily,Recoveries,4/8/2020,,Eastern Region,Hufof,2
Daily,Recoveries,4/9/2020,,Total,Total,19
Daily,Recoveries,4/10/2020,,Total,Total,35
Daily,Recoveries,4/11/2020,,Riyadh,Riyadh,19
Daily,Recoveries,4/11/2020,,Eastern Region,Qatif,10
Daily,Recoveries,4/11/2020,,Mecca,Mecca,1
Daily,Recoveries,4/12/2020,,Riyadh,Riyadh,13
Daily,Recoveries,4/12/2020,,Total,Total,44
Daily,Recoveries,4/13/2020,,Eastern Region,Hafr Al Batin,1
Daily,Recoveries,4/14/2020,,Mecca,Taif,1
Daily,Recoveries,4/14/2020,,Riyadh,Riyadh,19
Daily,Recoveries,4/17/2020,,Eastern Region,Qatif,3
Daily,Recoveries,4/17/2020,,Asir,Abha,23
Daily,Recoveries,4/18/2020,,Eastern Region,Jubail,1
Daily,Recoveries,4/19/2020,,Najran,Sharorah,2
Daily,Recoveries,4/19/2020,,Riyadh,Riyadh,59
Daily,Recoveries,4/19/2020,,Tabuk,Tabuk,1
Daily,Recoveries,4/19/2020,,Mecca,Jeddah,7
Daily,Recoveries,4/20/2020,,Qassim,Al Badayea,1
Daily,Recoveries,4/21/2020,,Qassim,Buraydah,5
Daily,Recoveries,4/21/2020,,Eastern Region,Qatif,27
Daily,Recoveries,4/21/2020,,Eastern Region,Dammam,25
Daily,Recoveries,4/21/2020,,Medina,Medina,6
Daily,Recoveries,4/22/2020,,Asir,Abha,2
Daily,Recoveries,4/22/2020,,Qassim,Al Bukayriyah,1
Daily,Recoveries,4/22/2020,,Najran,Najran,2
Daily,Recoveries,4/22/2020,,Eastern Region,Dahran,3
Daily,Recoveries,4/23/2020,,Eastern Region,Dammam,4
Daily,Recoveries,4/23/2020,,Total,Total,124
Daily,Recoveries,4/24/2020,,Eastern Region,Hufof,18
Daily,Recoveries,4/24/2020,,Northern Borders,Arar,3
Daily,Recoveries,4/24/2020,,Eastern Region,Qatif,10
Daily,Recoveries,4/24/2020,,Tabuk,Tabuk,23
Daily,Recoveries,4/24/2020,,Al Jouf,Sakakah,1
Daily,Recoveries,4/24/2020,,Asir,Khamis Mushait,1
Daily,Recoveries,4/26/2020,,Eastern Region,Hufof,54
Daily,Recoveries,4/26/2020,,Total,Total,174
Daily,Recoveries,4/27/2020,,Eastern Region,Hufof,6
Daily,Recoveries,4/27/2020,,Eastern Region,Jubail,4
Daily,Recoveries,4/27/2020,,Asir,Khamis Mushait,1
Daily,Recoveries,4/27/2020,,Tabuk,Qurayyat,2
Daily,Recoveries,4/27/2020,,Eastern Region,Ras Tanura,6
Daily,Recoveries,4/28/2020,,Eastern Region,Hufof,9
Daily,Recoveries,4/28/2020,,Al Bahah,Al Makhwa,6
Daily,Recoveries,4/28/2020,,Al Jouf,Sakakah,1
Daily,Recoveries,4/28/2020,,Eastern Region,Bqeeq,1
Daily,Recoveries,4/29/2020,,Mecca,Taif,15
Daily,Recoveries,4/29/2020,,Qassim,Uqlat as Suqur,1
Daily,Recoveries,4/29/2020,,Riyadh,Riyadh,33
Daily,Recoveries,4/29/2020,,Al Jouf,Sakakah,2
Daily,Recoveries,4/29/2020,,Asir,Khamis Mushait,1
Daily,Recoveries,4/29/2020,,Jazan,Baish,1
Daily,Recoveries,4/30/2020,,Mecca,Mecca,22
Daily,Recoveries,5/1/2020,,Tabuk,Tabuk,58
Daily,Recoveries,5/2/2020,,Qassim,Buraydah,6
Daily,Recoveries,5/2/2020,,Riyadh,Riyadh,41
Daily,Recoveries,5/2/2020,,Mecca,Jeddah,149
Daily,Recoveries,5/2/2020,,Eastern Region,Dahran,1
Daily,Recoveries,5/2/2020,,Medina,Medina,33
Daily,Recoveries,5/3/2020,,Northern Borders,Arar,2
Daily,Recoveries,5/3/2020,,Eastern Region,Dammam,21
Daily,Recoveries,5/4/2020,,Hail,Ha'il,7
Daily,Recoveries,5/4/2020,,Northern Borders,Arar,3
Daily,Recoveries,5/4/2020,,Eastern Region,Dammam,90
Daily,Recoveries,5/4/2020,,Northern Borders,Rafha,1
Daily,Recoveries,5/5/2020,,Eastern Region,Hufof,22
Daily,Recoveries,5/5/2020,,Northern Borders,Arar,8
Daily,Recoveries,5/5/2020,,Eastern Region,Dammam,56
Daily,Recoveries,5/5/2020,,Riyadh,Kharj,19
Daily,Recoveries,5/5/2020,,Asir,Muhayil Aseer,1
Daily,Recoveries,5/5/2020,,Tabuk,Al Wajh,1
Daily,Recoveries,5/5/2020,,Asir,Al Madda,1
Daily,Recoveries,5/5/2020,,Medina,Medina,286
Daily,Recoveries,5/6/2020,,Total,Total,1015
Daily,Recoveries,5/7/2020,,Eastern Region,Hufof,81
Daily,Recoveries,5/7/2020,,Al Bahah,Al Makhwa,6
Daily,Recoveries,5/7/2020,,Mecca,Jeddah,444
Daily,Recoveries,5/7/2020,,Eastern Region,Hafr Al Batin,1
Daily,Recoveries,5/7/2020,,Medina,Medina,163
Daily,Recoveries,5/8/2020,,Northern Borders,Arar,3
Daily,Recoveries,5/8/2020,,Eastern Region,Qatif,4
Daily,Recoveries,5/8/2020,,Eastern Region,Dammam,16
Daily,Recoveries,5/8/2020,,Eastern Region,Jubail,26
Daily,Recoveries,5/8/2020,,Tabuk,Qurayyat,3
Daily,Recoveries,5/9/2020,,Medina,Yanbu,4
Daily,Recoveries,5/9/2020,,Northern Borders,Arar,2
Daily,Recoveries,5/9/2020,,Eastern Region,Jubail,94
Daily,Recoveries,5/9/2020,,Total,Total,1313
Daily,Recoveries,5/9/2020,,Eastern Region,Hafr Al Batin,3
Daily,Recoveries,5/10/2020,,Qassim,Unayzah,1
Daily,Recoveries,5/10/2020,,Medina,Al Ula,1
Daily,Recoveries,5/10/2020,,Eastern Region,Dammam,15
Daily,Recoveries,5/10/2020,,Eastern Region,Khobar,1
Daily,Recoveries,5/11/2020,,Al Jouf,Tabarjal,1
Daily,Recoveries,5/11/2020,,Tabuk,Tabuk,5
Daily,Recoveries,5/11/2020,,Eastern Region,Jubail,56
Daily,Recoveries,5/11/2020,,Jazan,Samtah,1
Daily,Recoveries,5/11/2020,,Eastern Region,Dahran,2
Daily,Recoveries,5/12/2020,,Asir,Sabt Al Alayah,2
Daily,Recoveries,5/12/2020,,Medina,Yanbu,7
Daily,Recoveries,5/12/2020,,Eastern Region,Dammam,21
Daily,Recoveries,5/13/2020,,Hail,Ha'il,4
Daily,Recoveries,5/13/2020,,Medina,Yanbu,1
Daily,Recoveries,5/13/2020,,Eastern Region,Qatif,1
Daily,Recoveries,5/13/2020,,Mecca,Mecca,436
Daily,Recoveries,5/13/2020,,Riyadh,Diriyah,27
Daily,Recoveries,5/13/2020,,Mecca,Alqarei,1
Daily,Recoveries,5/13/2020,,Jazan,Baish,21
Daily,Recoveries,5/13/2020,,Mecca,Al Muwayh,1
Daily,Recoveries,5/14/2020,,Medina,Yanbu,4
Daily,Recoveries,5/14/2020,,Mecca,Adham,1
Daily,Recoveries,5/14/2020,,Eastern Region,Jubail,75
Daily,Recoveries,5/14/2020,,Jazan,Abu Arish,5
Daily,Recoveries,5/14/2020,,Eastern Region,Hafr Al Batin,1
Daily,Recoveries,5/14/2020,,Eastern Region,Dahran,1
Daily,Recoveries,5/14/2020,,Jazan,Aridah,10
Daily,Recoveries,5/15/2020,,Riyadh,Kharj,13
Daily,Recoveries,5/15/2020,,Tabuk,Qurayyat,2
Daily,Recoveries,5/16/2020,,Al Bahah,Al Makhwa,1
Daily,Recoveries,5/16/2020,,Riyadh,Sajer,9
Daily,Recoveries,5/16/2020,,Mecca,Mecca,700
Daily,Recoveries,5/16/2020,,Tabuk,Tabuk,79
Daily,Recoveries,5/16/2020,,Eastern Region,Dammam,335
Daily,Recoveries,5/16/2020,,Eastern Region,Jubail,73
Daily,Recoveries,5/16/2020,,Riyadh,Kharj,4
Daily,Recoveries,5/16/2020,,Total,Total,2056
Daily,Recoveries,5/16/2020,,Al Bahah,Qilwah,1
Daily,Recoveries,5/16/2020,,Riyadh,Howtat Bani Tamim,2
Daily,Recoveries,5/16/2020,,Asir,Muhayil Aseer,5
Daily,Recoveries,5/16/2020,,Asir,Thurayban,1
Daily,Recoveries,5/16/2020,,Eastern Region,Dahran,8
Daily,Recoveries,5/16/2020,,Asir,Al Majarda,6
Daily,Recoveries,5/16/2020,,Mecca,Khulais,2
Daily,Recoveries,5/17/2020,,Hail,Ha'il,9
Daily,Recoveries,5/17/2020,,Riyadh,Layla,1
Daily,Recoveries,5/17/2020,,Riyadh,Riyadh,152
Daily,Recoveries,5/17/2020,,Eastern Region,Dammam,60
Daily,Recoveries,5/17/2020,,Eastern Region,Nairyah,9
Daily,Recoveries,5/17/2020,,Total,Total,3026
Daily,Recoveries,5/17/2020,,Mecca,Jeddah,85
Daily,Recoveries,5/17/2020,,Eastern Region,Ras Tanura,3
Daily,Recoveries,5/17/2020,,Medina,Medina,1499
Daily,Recoveries,5/18/2020,,Eastern Region,Hufof,161
Daily,Recoveries,5/18/2020,,Mecca,Taif,7
Daily,Recoveries,5/18/2020,,Mecca,Mecca,123
Daily,Recoveries,5/18/2020,,Riyadh,Al Duwadimi,1
Daily,Recoveries,5/18/2020,,Riyadh,Diriyah,23
Daily,Recoveries,5/18/2020,,Eastern Region,Bqeeq,4
Daily,Recoveries,5/18/2020,,Medina,Medina,843
Daily,Recoveries,5/19/2020,,Hail,Ha'il,2
Daily,Recoveries,5/19/2020,,Medina,Wadi Al Fara'a,7
Daily,Recoveries,5/19/2020,,Medina,Yanbu,41
Daily,Recoveries,5/19/2020,,Al Bahah,Al Makhwa,2
Daily,Recoveries,5/19/2020,,Riyadh,Howtat Sudair,1
Daily,Recoveries,5/19/2020,,Mecca,Al Qunfudhah,7
Daily,Recoveries,5/19/2020,,Mecca,Al Khurma,1
Daily,Recoveries,5/19/2020,,Eastern Region,Hafr Al Batin,15
Daily,Recoveries,5/19/2020,,Asir,Thurayban,12
Daily,Recoveries,5/19/2020,,Eastern Region,Mulayjah,3
Daily,Recoveries,5/19/2020,,Mecca,Al Muzaylif,9
Daily,Recoveries,5/19/2020,,Eastern Region,Khafji,2
Daily,Recoveries,5/20/2020,,Eastern Region,Jubail,490
Daily,Recoveries,5/20/2020,,Riyadh,Ad Dilam,3
